AÑO,CENTRO DIRECTIVO,CONCEPTO ECONÓMICO,IMPORTE
2018,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Gastos diversos: Reuniones y conferencias (C.Insc),90.0
2018,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Suministros de otros productos,2311.7
2018,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,"Gastos en viajes deportivos, culturales y sociales",1066.5
2018,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Gastos diversos: Atenciones protoc. y represent.,9821.23
2018,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Trabajos por otras empresas: Otros,2910.1
2018,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Otros Gastos diversos,498.52
2018,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Gastos diversos: Publicidad y propaganda,968.0
2018,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Compras de libros y otras publicaciones,512.0
2018,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Primas de seguros: De otros riesgos,474.98
2018,RECTORADO,Gastos de viajes por gestión y representación,1603.56
2018,RECTORADO,Otros Gastos diversos,10.0
2018,RECTORADO,Gastos diversos: Reuniones y conferencias (C.Insc),420.0
2018,RELACIONES INSTITUCIONALES,Gastos diversos: Atenciones protoc. y represent.,2325.69
2018,RELACIONES INSTITUCIONALES,Suministros de otros productos,615.63
2018,RELACIONES INSTITUCIONALES,Primas de seguros: De otros riesgos,2349.93
2018,RESPONSABILIDAD SOCIAL,Gastos diversos: Publicidad y propaganda,265.2
2018,RESPONSABILIDAD SOCIAL,Otros Gastos diversos,107.0
2018,RESPONSABILIDAD SOCIAL,Gastos diversos: Reuniones y conferencias (C.Insc),1129.63
2018,RESPONSABILIDAD SOCIAL,Suministros de otros productos,342.05
2018,RESPONSABILIDAD SOCIAL,Gastos diversos: Atenciones protoc. y represent.,324.65
2018,RESPONSABILIDAD SOCIAL,Gastos de viajes por gestión y representación,1699.8
2018,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos diversos: Reuniones y conferencias (C.Insc),345.0
2018,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos diversos: Jurídico-contencioso,1005.0
2018,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Trabajos por otras empresas: Otros,845.69
2018,SERVICIO INTEGRADO DE EMPLEO,Gastos diversos: Atenciones protoc. y represent.,3677.51
2018,SERVICIO INTEGRADO DE EMPLEO,Gastos diversos: Reuniones y conferencias (C.Insc),560.0
2018,SERVICIO INTEGRADO DE EMPLEO,Transp. y comunic.: Otros serv. de transporte,112.55
2018,SERVICIO INTEGRADO DE EMPLEO,"Gastos diversos: Cursos, cursillos y conferencias",132.0
2018,SERVICIO INTEGRADO DE EMPLEO,Compras de material de oficina no inventariable,99.95
2018,SERVICIO INTEGRADO DE EMPLEO,Trabajos por otras empresas: Otros,60.5
2018,SERVICIO INTEGRADO DE EMPLEO,Otros Gastos diversos,253.56
2018,SERVICIO INTEGRADO DE EMPLEO,Suministros de otros productos,599.0
2018,SERVICIO INTEGRADO DE EMPLEO,Gastos de viajes por gestión y representación,1404.66
2019,ACCIÓN INTERNACIONAL,Transferencias corrientes a familias: Becas,800.0
2019,ACCIÓN INTERNACIONAL,Gastos diversos: Atenciones protoc. y represent.,450.57
2019,ACCIÓN INTERNACIONAL,Gastos diversos: Reuniones y conferencias (C.Insc),160.0
2019,ALUMNADO,Gastos diversos: Reuniones y conferencias (C.Ins),7011.97
2019,ALUMNADO,Gastos Bancarios: Comisiones,48.09
2019,ALUMNADO,Primas de seguros: De otros riesgos,9024.91
2019,ALUMNADO,Gastos diversos: Publicidad y propaganda,298.59
2019,ALUMNADO,Suministros de material de laboratorio,31803.12
2019,ALUMNADO,Transp. y comunic.: Otros serv. de transporte,3196.12
2019,ALUMNADO,Trabajos por otras empresas: Otros,20325.54
2019,ALUMNADO,Arrendamientos de material de transporte,8156.0
2019,ALUMNADO,Gastos de viajes por gestión y representación,1098.03
2019,ALUMNADO,Compras de material audiovisual no inventariable,264.51
2019,ALUMNADO,Suministros de otros productos,9383.08
2019,ALUMNADO,Gastos diversos: Atenciones protoc. y represent.,2194.21
2019,ALUMNADO,Gastos de viajes de alumnos,20685.7
2019,ALUMNADO,Arrendamientos de maquinaria,1619.0
2019,ALUMNADO,Otros Gastos diversos,802.6
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Otros Gastos diversos,319.97
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Suministros de material de laboratorio,165.0
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos diversos: Reuniones y conferencias (C.Insc),5567.29
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Suministros de otros productos,466.93
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Reparación y conservación de otros bienes,3320.01
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos diversos: Atenciones protoc. y represent.,259.71
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos de viajes por docencia,15627.78
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Trabajos por otras empresas: Otros,319.77
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Transportes y comunicaciones: Correo y mensajería,64.21
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos en fotocopias,42.05
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Transp. y comunic.: Otros serv. de transporte,30.45
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Compras de material informático no inventariable,131.53
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Repar. y conserv. de equi.procesos de información,3879.25
2019,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Compras de material de oficina no inventariable,93.34
2019,BIBLIOTECA,Gastos diversos: Reuniones y conferencias (C.Insc),1936.96
2019,BIBLIOTECA,Compras de libros y otras publicaciones,636.59
2019,BIBLIOTECA,Gastos de viajes por gestión y representación,528.0
2019,BIBLIOTECA,Trabajos por otras empresas: Otros,226.15
2019,CAMPUS Y SOSTENIBILIDAD,Tributos de carácter local,44.44
2019,CAMPUS Y SOSTENIBILIDAD,Suministros de combustibles,1752.92
2019,CAMPUS Y SOSTENIBILIDAD,Gastos diversos: Reuniones y conferencias (C.Insc),190.0
2019,CAMPUS Y SOSTENIBILIDAD,Compras de material de oficina no inventariable,88.66
2019,CAMPUS Y SOSTENIBILIDAD,Trabajos por otras empresas: Otros,47.08
2019,CAMPUS Y SOSTENIBILIDAD,Suministros de otros productos,320.7
2019,CENTRO DE COOPERACIÓN AL DESARROLLO,Gastos de viajes por gestión y representación,429.96
2019,CENTRO DE COOPERACIÓN AL DESARROLLO,Gastos diversos: Reuniones y conferencias (C.Ins),625.0
2019,CONSEJO SOCIAL,Trabajos por otras empresas: Otros,200.56
2019,CONSEJO SOCIAL,Gastos de viajes por gestión y representación,262.72
2019,CONSEJO SOCIAL,Transp. y comunic.: Otros serv. de transporte,18.45
2019,CONSEJO SOCIAL,Gastos diversos: Atenciones protoc. y represent.,283.95
2019,CONSEJO SOCIAL,Otros Gastos diversos,107.9
2019,CULTURA,Otros Gastos diversos,3354.38
2019,CULTURA,Gastos diversos: Atenciones protoc. y represent.,2270.58
2019,CULTURA,Transp. y comunic.: Otros serv. de transporte,10.1
2019,CULTURA,Primas de seguros: De otros riesgos,3142.02
2019,CULTURA,Compras de material de oficina no inventariable,5.0
2019,CULTURA,Suministros de otros productos,3148.52
2019,CULTURA,"Gastos diversos: Cursos, cursillos y conferencias",902.31
2019,CULTURA,Suministros de combustibles,9.99
2019,DEPORTES,Otros Gastos diversos,8502.43
2019,DEPORTES,Primas de seguros: De otros riesgos,91.23
2019,DEPORTES,Suministros de otros productos,4804.24
2019,DEPORTES,Tributos de carácter estatal,106.39
2019,DEPORTES,"Gastos en viajes deportivos, culturales y sociales",3544.99
2019,DEPORTES,Tributos de carácter local,157.71
2019,DEPORTES,Reparación y conservación de otros bienes,561.95
2019,DEPORTES,Arrendamientos de otros bienes,60.0
2019,DEPORTES,Gastos en fotocopias,15.05
2019,DEPORTES,Suministros de combustibles,194.24
2019,DEPORTES,Trabajos por otras empresas: Otros,1320.98
2019,DEPORTES,Suministros de material deportivo,7840.31
2019,DEPORTES,Primas de seguros: De otro inmovilizado,1668.56
2019,DEPORTES,Primas de seguros: De vehículos,270.43
2019,DPTO DE COMUNICACIONES,Otros Gastos diversos,6.25
2019,DPTO DE INGENIERIA TEXTIL Y PAPELERA,Suministros de material de laboratorio,59.85
2019,DPTO DE INGENIERIA TEXTIL Y PAPELERA,Gastos diversos: Atenciones protoc. y represent.,100.0
2019,DPTO DE TECNOLOGIA DE ALIMENTOS,Transportes y comunicaciones: Correo y mensajería,32.68
2019,DPTO DE TECNOLOGIA DE ALIMENTOS,Compras de material de oficina no inventariable,27.5
2019,DPTO DE TECNOLOGIA DE ALIMENTOS,Suministros de material de laboratorio,403.97
2019,DTOR ACCIÓN INTERNACIONAL,Transferencias corrientes: Ayudas y becas,42143.9
2019,DTOR INSTITUTO CMT  MOTORES TERMICOS,Trabajos por otras empresas: Otros,2025.14
2019,DTOR INSTITUTO CMT  MOTORES TERMICOS,otros gastos diversos,1796.44
2019,DTOR INSTITUTO CMT  MOTORES TERMICOS,Suministros de material de laboratorio,10525.93
2019,DTOR INSTITUTO CMT  MOTORES TERMICOS,Suministros de otros productos,365.03
2019,DTOR INSTITUTO CMT  MOTORES TERMICOS,Adquis. de material audiovisual no inventariable,144.08
2019,DTOR INSTITUTO CMT  MOTORES TERMICOS,Publicidad y propaganda,319.64
2019,DTOR INSTITUTO CMT  MOTORES TERMICOS,Gastos financieros,60.0
2019,DTOR INSTITUTO CMT  MOTORES TERMICOS,Actos protocolarios y de representación,2805.66
2019,DTOR INSTITUTO CMT  MOTORES TERMICOS,Servicios de transporte,1426.5
2019,DTOR INSTITUTO CMT  MOTORES TERMICOS,"Dietas, locomoción y traslados",57638.45
2019,DTOR INSTITUTO CMT  MOTORES TERMICOS,Reuniones y conferencias (Cuotas inscripción),5675.94
2019,EPS ALCOY,Suministros de combustibles,1193.79
2019,EPS ALCOY,Gastos diversos: Reuniones y conferencias (C.Insc),450.0
2019,EPS ALCOY,Transportes y comunicaciones: Correo y mensajería,25.61
2019,EPS ALCOY,Tributos de carácter local,2802.2
2019,EPS ALCOY,Primas de seguros: De vehículos,889.92
2019,EPS ALCOY,Otros Gastos diversos,35.8
2019,EPS ALCOY,Repar. y conservación de material de transporte,123.76
2019,EPS ALCOY,Suministros de otros productos,1216.73
2019,EPS ALCOY,Trabajos por otras empresas: Otros,808.64
2019,EPS ALCOY,Compras de material de oficina no inventariable,15.13
2019,EPS ALCOY,Gastos de viajes por gestión y representación,996.05
2019,EPS ALCOY,Gastos en fotocopias,27.24
2019,EPS ALCOY,Gastos de viajes de alumnos,76.79
2019,EPS ALCOY,Gastos diversos: Atenciones protoc. y represent.,741.97
2019,EPS ALCOY,Suministros de material de laboratorio,640.5
2019,EPS ALCOY,Reparación y conservación de otros bienes,158.97
2019,EPS GANDIA,Gastos diversos: Atenciones protoc. y represent.,375.2
2019,EPS GANDIA,Gastos de viajes por gestión y representación,65.27
2019,EPS GANDIA,Reparación y conservación de otros bienes,52.5
2019,EPS GANDIA,Gastos diversos: Reuniones y conferencias (C.Insc),240.0
2019,EPS GANDIA,Compras de material de oficina no inventariable,75.0
2019,EPS GANDIA,Trabajos por otras empresas: Otros,49.99
2019,EPS GANDIA,Transportes y comunicaciones: Correo y mensajería,244.59
2019,EPS GANDIA,Suministros de material de laboratorio,430.65
2019,EPS GANDIA,Trabajos por otras empresas: Limpieza y aseo,480.0
2019,EPS GANDIA,Suministros de otros productos,106.44
2019,ESCOLA D'ESTIU,Suministros de combustibles,852.03
2019,ESCOLA D'ESTIU,Primas de seguros: De vehículos,980.57
2019,ESCOLA D'ESTIU,Trabajos por otras empresas: Otros,423.5
2019,ESCOLA D'ESTIU,Suministros de otros productos,2085.4
2019,ESCOLA D'ESTIU,Otros Gastos diversos,1126.82
2019,ESCOLA D'ESTIU,Repar. y conservación de material de transporte,386.79
2019,ESCOLA D'ESTIU,"Gastos en viajes deportivos, culturales y sociales",8139.99
2019,ESCOLA D'ESTIU,Compras de material informático no inventariable,3328.0
2019,ESCOLA D'ESTIU,Tributos de carácter autonómico,17.69
2019,ESCOLA D'ESTIU,Gastos en fotocopias,1935.44
2019,ETS ARQUITECTURA,Gastos de viajes de alumnos,135.0
2019,ETS ARQUITECTURA,Suministros de otros productos,163.9
2019,ETS ARQUITECTURA,Primas de seguros: De otro inmovilizado,236.63
2019,ETSI AGRONÓMICA Y DEL MEDIO NATURAL,Suministros de agua,85.86
2019,ETSI EDIFICACIÓN ,Gastos de viajes de alumnos,457.56
2019,ETSI EDIFICACIÓN ,Transp. y comunic.: Otros serv. de transporte,38.55
2019,ETSI EDIFICACIÓN ,Gastos diversos: Atenciones protoc. y represent.,75.3
2019,ETSI INFORMÁTICA,Gastos diversos: Atenciones protoc. y represent.,985.6
2019,ETSI INFORMÁTICA,Gastos diversos: Reuniones y conferencias (C.Ins),425.0
2019,ETSI INFORMÁTICA,Arrendamientos de edificios y otr. construcciones,1458.05
2019,ETSI INFORMÁTICA,Compras de material de oficina no inventariable,77.54
2019,ETSI INFORMÁTICA,Gastos de viajes por gestión y representación,9.1
2019,ETSI INFORMÁTICA,Suministros de otros productos,1182.11
2019,ETSI TELECOMUNICACION,Reparación y conserv. de edificios y ot. const.,442.99
2019,ETSI TELECOMUNICACION,Gastos diversos: Atenciones protoc. y represent.,186.98
2019,ETSI TELECOMUNICACION,Compras de material audiovisual no inventariable,200.3
2019,ETSI TELECOMUNICACION,Otros Gastos diversos,38.95
2019,ETSI TELECOMUNICACION,Repar. y conserv. de equi.procesos de información,43.99
2019,ETSI TELECOMUNICACION,Suministros de otros productos,273.8
2019,FACULTAD DE ADMÓN Y DIREC DE EMPRESAS,"Gastos diversos: Cursos, cursillos y conferencias",359.86
2019,FACULTAD DE ADMÓN Y DIREC DE EMPRESAS,Gastos diversos: Reuniones y conferencias (C.Insc),140.0
2019,FACULTAD DE ADMÓN Y DIREC DE EMPRESAS,Gastos de viajes por gestión y representación,2869.11
2019,FACULTAD DE ADMÓN Y DIREC DE EMPRESAS,"Compras de prensa, revistas y public. periódicas",470.8
2019,FACULTAD DE BELLAS ARTES,Gastos diversos: Atenciones protoc. y represent.,642.13
2019,FACULTAD DE BELLAS ARTES,Transportes y comunicaciones: Correo y mensajería,49.6
2019,FACULTAD DE BELLAS ARTES,Trabajos por otras empresas: Otros,446.13
2019,FACULTAD DE BELLAS ARTES,Reparación y conserv. de edificios y ot. const.,160.22
2019,FACULTAD DE BELLAS ARTES,Transp. y comunic.: Otros serv. de transporte,7.25
2019,FACULTAD DE BELLAS ARTES,Tributos de carácter local,307.09
2019,FACULTAD DE BELLAS ARTES,Otros Gastos diversos,183.48
2019,FACULTAD DE BELLAS ARTES,Compras de material audiovisual no inventariable,91.96
2019,FACULTAD DE BELLAS ARTES,Repar. y conservación de material de transporte,810.89
2019,FACULTAD DE BELLAS ARTES,Suministros de otros productos,1135.85
2019,FACULTAD DE BELLAS ARTES,Reparación y conserv. de instalaciones técnicas,494.65
2019,FACULTAD DE BELLAS ARTES,Primas de seguros: De otros riesgos,451.63
2019,INSTITUTO NTC,Suministros de material de laboratorio,8618.24
2019,INSTITUTO NTC,otros gastos diversos,390.45
2019,INSTITUTO NTC,Trabajos por otras empresas: Otros,2761.78
2019,INSTITUTO NTC,"Dietas, locomoción y traslados",4893.3
2019,INSTITUTO NTC,Tributos,71.81
2019,INSTITUTO NTC,Reuniones y conferencias (Cuotas inscripción),6791.37
2019,IUM DE TECNOLOGIA QUIMICA,"Cursos, cursillos y conferencias",165.3
2019,IUM DE TECNOLOGIA QUIMICA,Suministros de material de laboratorio,3257.05
2019,IUM DE TECNOLOGIA QUIMICA,otros gastos diversos,3502.4
2019,IUM DE TECNOLOGIA QUIMICA,Suministros de otros productos,1448.53
2019,IUM DE TECNOLOGIA QUIMICA,Suministros de vestuario,133.13
2019,IUM DE TECNOLOGIA QUIMICA,Adquisición equipos didácticos e investigación,21297.43
2019,IUM DE TECNOLOGIA QUIMICA,Reuniones y conferencias (Cuotas inscripción),10519.72
2019,IUM DE TECNOLOGIA QUIMICA,Actos protocolarios y de representación,420.0
2019,IUM DE TECNOLOGIA QUIMICA,Suministros de combustible,93.66
2019,IUM DE TECNOLOGIA QUIMICA,Trabajos por otras empresas: Otros,528.71
2019,IUM DE TECNOLOGIA QUIMICA,Servicios de transporte,24.25
2019,IUM DE TECNOLOGIA QUIMICA,Fotocopias,347.86
2019,IUM DE TECNOLOGIA QUIMICA,"Dietas, locomoción y traslados",3301.18
2019,IUM DE TECNOLOGIA QUIMICA,Correo y mensajería,23.22
2019,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Gastos diversos: Atenciones protoc. y represent.,4652.09
2019,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Primas de seguros: De otros riesgos,751.73
2019,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Suministros de otros productos,430.62
2019,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,"Gastos diversos: Cursos, cursillos y conferencias",456.9
2019,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,"Gastos en viajes deportivos, culturales y sociales",302.84
2019,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Gastos de viajes por gestión y representación,250.98
2019,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Gastos de traslados,70.0
2019,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Trabajos por otras empresas: Otros,16220.64
2019,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Gastos de locomoción,97.45
2019,RECTORADO,Gastos de viajes por gestión y representación,996.64
2019,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos diversos: Reuniones y conferencias (C.Insc),895.0
2019,SERVICIO INTEGRADO DE EMPLEO,Suministros de otros productos,464.96
2019,SERVICIO INTEGRADO DE EMPLEO,Transp. y comunic.: Otros serv. de transporte,13.09
2019,SERVICIO INTEGRADO DE EMPLEO,Gastos diversos: Atenciones protoc. y represent.,306.7
2019,SERVICIO INTEGRADO DE EMPLEO,Otros Gastos diversos,161.49
2019,SERVICIO INTEGRADO DE EMPLEO,Gastos de viajes por gestión y representación,2530.84
2019,SERVICIO INTEGRADO DE EMPLEO,Trabajos por otras empresas: Otros,1164.0
2019,SERVICIO INTEGRADO DE EMPLEO,Gastos diversos: Reuniones y conferencias (C.Insc),755.02
2020,ACCIÓN INTERNACIONAL,Gastos diversos: Reuniones y conferencias (C.Insc),200.0
2020,ALUMNADO,Compras de material informático no inventariable,120.4
2020,ALUMNADO,Gastos Bancarios: Comisiones,4.0
2020,ALUMNADO,Gastos diversos: Atenciones protoc. y represent.,283.12
2020,ALUMNADO,Gastos diversos: Publicidad y propaganda,228.41
2020,ALUMNADO,Gastos diversos: Reuniones y conferencias (C.Ins),3370.33
2020,ALUMNADO,"Gastos en viajes deportivos, culturales y sociales",260.0
2020,ALUMNADO,Otros Gastos diversos,165.55
2020,ALUMNADO,Suministros de material de laboratorio,17667.28
2020,ALUMNADO,Suministros de otros productos,1456.42
2020,ALUMNADO,Suministros de vestuario,1867.03
2020,ALUMNADO,Trabajos por otras empresas: Limpieza y aseo,27.0
2020,ALUMNADO,Trabajos por otras empresas: Otros,1595.04
2020,ALUMNADO,Transp. y comunic.: Otros serv. de transporte,27.01
2020,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Compras de material de oficina no inventariable,92.36
2020,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Compras de material informático no inventariable,557.02
2020,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos de viajes por docencia,3509.9
2020,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos diversos: Reuniones y conferencias (C.Insc),572.27
2020,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Licencias de uso de software,148.15
2020,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Otros Gastos diversos,1433.34
2020,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Repar. y conserv. de equi.procesos de información,2644.26
2020,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Reparación y conserv. de instalaciones técnicas,49.67
2020,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Reparación y conservación de otros bienes,2596.53
2020,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Suministros de otros productos,328.19
2020,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Trabajos por otras empresas: Otros,413.22
2020,BIBLIOTECA,Compras de libros y otras publicaciones,443.55
2020,BIBLIOTECA,Gastos diversos: Reuniones y conferencias (C.Insc),1123.02
2020,BIBLIOTECA,Trabajos por otras empresas: Otros,163.6
2020,CAMPUS Y SOSTENIBILIDAD,Suministros de combustibles,1099.99
2020,CAMPUS Y SOSTENIBILIDAD,Suministros de otros productos,224.0
2020,CULTURA,Compras de material de oficina no inventariable,4.8
2020,CULTURA,Gastos de viajes por gestión y representación,83.9
2020,CULTURA,Gastos diversos: Atenciones protoc. y represent.,640.9
2020,CULTURA,Licencias de uso de software,39.63
2020,CULTURA,Primas de seguros: De otros riesgos,108.75
2020,CULTURA,Suministros de material de laboratorio,116.8
2020,CULTURA,Suministros de otros productos,121.66
2020,CULTURA,Trabajos por otras empresas: Otros,24.02
2020,DEPORTES,"Gastos en viajes deportivos, culturales y sociales",776.35
2020,DEPORTES,Otros Gastos diversos,2512.32
2020,DEPORTES,Primas de seguros: De otro inmovilizado,1668.56
2020,DEPORTES,Reparación y conservación de maquinaria,152.46
2020,DEPORTES,Reparación y conservación de otros bienes,600.0
2020,DEPORTES,Reparación y conservación de utillaje,114.95
2020,DEPORTES,Suministros de material de limpieza,101.66
2020,DEPORTES,Suministros de otros productos,1624.94
2020,DEPORTES,Trab.por ot. empr.: Estudios y trabajos técnicos,174.24
2020,DEPORTES,Trabajos por otras empresas: Otros,665.14
2020,DEPORTES,Transp. y comunic.: Otros serv. de transporte,15.05
2020,DEPORTES,Tributos de carácter estatal,136.24
2020,DEPORTES,Tributos de carácter local,168.93
2020,DPTO DE COMUNICACIONES,Suministros de material de laboratorio,80.22
2020,DTOR INSTITUTO CMT  MOTORES TERMICOS,Actos protocolarios y de representación,614.65
2020,DTOR INSTITUTO CMT  MOTORES TERMICOS,"Dietas, locomoción y traslados",6738.59
2020,DTOR INSTITUTO CMT  MOTORES TERMICOS,Gastos financieros,10.0
2020,DTOR INSTITUTO CMT  MOTORES TERMICOS,Reuniones y conferencias (Cuotas inscripción),1491.99
2020,DTOR INSTITUTO CMT  MOTORES TERMICOS,Servicios de transporte,14.14
2020,DTOR INSTITUTO CMT  MOTORES TERMICOS,Suministros de material de laboratorio,6429.37
2020,DTOR INSTITUTO CMT  MOTORES TERMICOS,Trabajos por otras empresas: Otros,658.47
2020,DTOR INSTITUTO CMT  MOTORES TERMICOS,otros gastos diversos,99.88
2020,EPS ALCOY,Arrendamientos de otros bienes,1551.99
2020,EPS ALCOY,Gastos diversos: Atenciones protoc. y represent.,152.0
2020,EPS ALCOY,Otros Gastos diversos,3.0
2020,EPS ALCOY,Primas de seguros: De vehículos,1042.53
2020,EPS ALCOY,Repar. y conservación de material de transporte,153.21
2020,EPS ALCOY,Suministros de combustibles,435.6
2020,EPS ALCOY,Suministros de material de laboratorio,487.63
2020,EPS ALCOY,Suministros de otros productos,408.85
2020,EPS ALCOY,Trabajos por otras empresas: Otros,539.49
2020,EPS ALCOY,Transportes y comunicaciones: Correo y mensajería,2.5
2020,EPS ALCOY,Tributos de carácter local,409.93
2020,EPS GANDIA,Compras de material informático no inventariable,296.91
2020,EPS GANDIA,Gastos diversos: Atenciones protoc. y represent.,2348.59
2020,EPS GANDIA,Suministros de otros productos,1.31
2020,EPS GANDIA,Trabajos por otras empresas: Limpieza y aseo,480.0
2020,EPS GANDIA,Transportes y comunicaciones: Correo y mensajería,108.05
2020,ESCOLA D'ESTIU,Arrendamientos de material de transporte,7.68
2020,ESCOLA D'ESTIU,Arrendamientos de otros bienes,42.96
2020,ESCOLA D'ESTIU,Gastos en fotocopias,14.36
2020,ESCOLA D'ESTIU,Suministros de combustibles,1311.74
2020,ESCOLA D'ESTIU,Suministros de material deportivo,128.61
2020,ESCOLA D'ESTIU,Suministros de otros productos,1763.63
2020,ESCOLA D'ESTIU,Suministros de productos alimenticios y piensos,567.15
2020,ESCOLA D'ESTIU,Trabajos por otras empresas: Otros,2178.0
2020,ESCOLA D'ESTIU,Transportes y comunicaciones: Correo y mensajería,13.67
2020,ESCOLA D'ESTIU,Tributos de carácter local,347.92
2020,ETSI EDIFICACIÓN ,Gastos diversos: Atenciones protoc. y represent.,489.5
2020,FACULTAD DE ADMÓN Y DIREC DE EMPRESAS,Gastos de viajes por gestión y representación,34.0
2020,FACULTAD DE BELLAS ARTES,Gastos diversos: Atenciones protoc. y represent.,85.0
2020,FACULTAD DE BELLAS ARTES,Otros Gastos diversos,159.43
2020,FACULTAD DE BELLAS ARTES,Repar. y conserv. de equi.procesos de información,385.99
2020,FACULTAD DE BELLAS ARTES,Repar. y conservación de material de transporte,942.74
2020,FACULTAD DE BELLAS ARTES,Reparación y conservación de mobiliario y enseres,96.8
2020,FACULTAD DE BELLAS ARTES,Suministros de combustibles,80.0
2020,FACULTAD DE BELLAS ARTES,Suministros de otros productos,22.95
2020,FACULTAD DE BELLAS ARTES,Trabajos por otras empresas: Otros,234.84
2020,FACULTAD DE BELLAS ARTES,Tributos de carácter local,332.55
2020,INSTITUTO NTC,Gastos Bancarios: Comisiones,15.0
2020,INSTITUTO NTC,Reuniones y conferencias (Cuotas inscripción),1404.61
2020,INSTITUTO NTC,Suministros de material de laboratorio,21670.86
2020,INSTITUTO NTC,Trabajos por otras empresas: Otros,109.03
2020,INSTITUTO NTC,Tributos,1167.47
2020,INSTITUTO NTC,otros gastos diversos,10.0
2020,IUM DE TECNOLOGIA QUIMICA,Conservación de otro inmovilizado material,3283.36
2020,IUM DE TECNOLOGIA QUIMICA,"Dietas, locomoción y traslados",2518.63
2020,IUM DE TECNOLOGIA QUIMICA,Reuniones y conferencias (Cuotas inscripción),1278.06
2020,IUM DE TECNOLOGIA QUIMICA,Seguros de vehiculos,902.36
2020,IUM DE TECNOLOGIA QUIMICA,Suministros de material de laboratorio,5861.91
2020,IUM DE TECNOLOGIA QUIMICA,Suministros de material de limpieza,104.23
2020,IUM DE TECNOLOGIA QUIMICA,Suministros de otros productos,35.89
2020,IUM DE TECNOLOGIA QUIMICA,Trabajos por otras empresas: Otros,114.17
2020,IUM DE TECNOLOGIA QUIMICA,otros gastos diversos,2102.75
2020,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Gastos de viajes por gestión y representación,27.4
2020,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Gastos diversos: Atenciones protoc. y represent.,1045.44
2020,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,"Gastos en viajes deportivos, culturales y sociales",42.0
2020,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Suministros de otros productos,399.28
2020,PROMOCIÓ Y NORMALITZACIÓ LINGÜÍSTICA,Trabajos por otras empresas: Otros,12349.79
2020,RECTORADO,Compras de libros y otras publicaciones,497.5
